"field:1","field:2","field:3","field:4","field:5","field:6","field:7","field:8","field:9","Output:field:9"
0.0,0.0,0.0,4.0,70.0,4.0,0.0,1.0,1.0,0.4581412015
0.0,0.0,1.0,4.0,70.0,3.0,0.0,1.0,1.0,-0.3436747171
0.0,0.0,0.0,1.5,60.0,2.0,2.0,2.0,1.0,0.999999593
2.0,1.0,0.0,1.5,72.0,2.0,0.0,1.0,-1.0,0.0492476491
2.0,0.0,0.0,1.5,56.0,1.0,0.0,2.0,1.0,1
3.0,1.0,1.0,1.5,68.0,0.0,3.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,57.0,0.0,1.0,2.0,1.0,1
3.0,1.0,2.0,1.5,67.0,5.0,0.0,1.0,-1.0,-1
2.0,1.0,0.0,1.5,72.0,1.0,2.0,1.0,-1.0,0.4920349853
4.0,0.0,0.0,4.0,50.0,0.0,4.0,1.0,-1.0,0.9355755681
15.0,1.0,1.0,1.5,47.0,0.0,3.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,64.0,1.0,0.0,2.0,-1.0,0.9945174948
1.0,1.0,0.0,1.5,74.0,0.0,0.0,2.0,-1.0,-0.9999987158
0.0,0.0,0.0,1.5,56.0,1.0,0.0,2.0,1.0,1
0.0,0.0,0.0,1.5,45.0,0.0,1.0,2.0,1.0,1
2.0,1.0,0.0,1.5,64.0,3.0,0.0,1.0,-1.0,-0.9999996529
0.0,0.0,0.0,1.5,68.0,1.0,0.0,2.0,1.0,0.7656008503
0.0,0.0,0.0,1.5,61.0,3.0,0.0,2.0,1.0,0.9797082137
2.0,1.0,0.0,1.0,66.0,1.0,2.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,61.0,0.0,3.0,2.0,1.0,0.9999999996
1.0,1.0,0.0,1.5,67.0,3.0,0.0,1.0,-1.0,-0.9999853697
0.0,0.0,0.0,1.5,72.0,1.0,0.0,2.0,1.0,0.8368789956
2.0,1.0,1.0,1.5,68.0,3.0,0.0,1.0,-1.0,-1
1.0,1.0,1.0,1.5,64.0,3.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,44.0,3.0,0.0,2.0,1.0,1
0.0,0.0,0.0,1.5,60.0,0.0,3.0,2.0,1.0,1
1.0,1.0,0.0,1.5,71.0,0.0,3.0,1.0,-1.0,-0.9944565094
0.0,0.0,0.0,1.5,65.0,0.0,3.0,2.0,1.0,0.9997220518
2.0,1.0,1.0,1.0,70.0,3.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.0,62.0,1.0,0.0,2.0,1.0,0.9999995621
4.0,1.0,0.0,1.0,62.0,2.0,2.0,1.0,-1.0,-1
2.0,1.0,0.0,1.5,48.0,5.0,0.0,1.0,1.0,-0.9995915061
1.0,1.0,0.0,1.5,67.0,4.0,0.0,1.0,-1.0,-0.997398783
1.0,1.0,0.0,1.5,69.0,2.0,0.0,2.0,-1.0,-1
0.0,0.0,0.0,1.5,47.0,2.0,1.0,2.0,1.0,1
0.0,0.0,0.0,1.0,58.0,1.0,0.0,2.0,-1.0,1
2.0,1.0,0.0,1.0,58.0,1.0,2.0,1.0,-1.0,-1
4.0,1.0,0.0,1.0,66.0,2.0,2.0,1.0,-1.0,-1
2.0,1.0,0.0,1.0,58.0,3.0,0.0,1.0,-1.0,-0.9999999992
1.0,1.0,0.0,1.5,57.0,3.0,0.0,2.0,-1.0,-1
0.0,0.0,0.0,4.0,62.0,4.0,0.0,1.0,1.0,0.9727455337
4.0,0.0,0.0,4.0,58.0,5.0,0.0,1.0,1.0,0.9999999994
0.0,0.0,0.0,4.0,70.0,0.0,0.0,1.0,1.0,0.9790686291
0.0,0.0,0.0,1.5,67.0,4.0,0.0,2.0,1.0,0.9996944265
0.0,0.0,1.0,4.0,70.0,0.0,4.0,1.0,-1.0,-0.9997334511
0.0,0.0,0.0,1.5,66.0,2.0,0.0,3.0,1.0,0.9992635521
0.0,0.0,0.0,1.5,65.0,0.0,0.0,2.0,1.0,0.9692924196
4.0,1.0,0.0,1.5,60.0,3.0,2.0,1.0,-1.0,-1
0.0,0.0,0.0,1.0,42.0,1.0,0.0,2.0,1.0,1
3.0,1.0,1.0,1.5,69.0,3.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,59.0,1.0,0.0,3.0,1.0,1
2.0,1.0,1.0,1.5,68.0,4.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,68.0,1.0,0.0,2.0,-1.0,0.7656008503
0.0,0.0,0.0,1.5,57.0,4.0,0.0,2.0,1.0,0.9999999267
0.0,0.0,0.0,1.5,67.0,2.0,0.0,2.0,1.0,0.8083427229
4.0,0.0,0.0,4.0,62.0,0.0,4.0,1.0,-1.0,-0.9934786413
0.0,0.0,0.0,1.5,68.0,1.0,0.0,2.0,1.0,0.7656008503
0.0,0.0,0.0,1.0,54.0,1.0,0.0,2.0,1.0,1
6.0,1.0,0.0,1.0,62.0,0.0,2.0,1.0,-1.0,-1
0.0,0.0,0.0,4.0,66.0,6.0,0.0,1.0,1.0,0.7090572752
0.0,0.0,0.0,1.5,72.0,1.0,0.0,2.0,1.0,0.8368789956
2.0,1.0,0.0,1.0,70.0,3.0,0.0,1.0,-1.0,-0.7997486317
3.0,1.0,1.0,1.5,68.0,0.0,3.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,71.0,1.0,0.0,3.0,1.0,-0.0148384279
0.0,0.0,0.0,1.5,63.0,0.0,1.0,3.0,1.0,1
1.0,0.0,0.0,1.5,53.0,1.0,1.0,2.0,1.0,1
1.0,1.0,0.0,1.5,71.0,0.0,3.0,1.0,-1.0,-0.9944565094
4.0,0.0,0.0,1.0,42.0,0.0,2.0,2.0,1.0,1
2.0,1.0,0.0,1.0,58.0,1.0,0.0,1.0,-1.0,-0.9997321234
0.0,0.0,0.0,1.5,64.0,1.0,1.0,2.0,1.0,0.9999990908
2.0,1.0,0.0,1.5,52.0,0.0,0.0,1.0,1.0,0.9999417896
4.0,1.0,1.0,1.5,63.0,1.0,2.0,2.0,-1.0,-1
4.0,1.0,0.0,1.5,64.0,2.0,0.0,1.0,-1.0,-0.9986161024
12.0,1.0,1.0,1.5,55.0,4.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,59.0,0.0,1.0,3.0,1.0,1
0.0,0.0,0.0,1.0,62.0,3.0,0.0,2.0,1.0,0.9336063277
4.0,1.0,0.0,1.5,60.0,1.0,2.0,1.0,-1.0,-0.9999999027
0.0,0.0,0.0,1.0,66.0,0.0,0.0,2.0,1.0,0.2865163054
0.0,0.0,0.0,1.5,73.0,3.0,0.0,2.0,1.0,0.9999992816
0.0,0.0,0.0,1.5,57.0,1.0,0.0,2.0,1.0,0.9999999998
1.0,1.0,0.0,1.5,74.0,1.0,0.0,2.0,-1.0,-0.9999879768
0.0,0.0,0.0,1.5,65.0,0.0,3.0,2.0,1.0,0.9997220518
0.0,0.0,0.0,1.0,66.0,0.0,0.0,2.0,1.0,0.2865163054
1.0,1.0,0.0,4.0,72.0,0.0,1.0,3.0,-1.0,-0.9999999971
1.0,1.0,0.0,4.0,64.0,0.0,1.0,3.0,-1.0,-0.9999999524
1.0,1.0,0.0,1.5,71.0,4.0,0.0,1.0,-1.0,-0.9980551536
2.0,0.0,0.0,1.0,66.0,1.0,0.0,2.0,1.0,-0.98891925
0.0,0.0,0.0,1.5,57.0,2.0,0.0,2.0,1.0,0.9999999968
0.0,0.0,0.0,1.5,50.0,1.0,0.0,3.0,1.0,1
0.0,0.0,0.0,1.5,56.0,1.0,2.0,2.0,1.0,1
1.0,1.0,0.0,1.5,69.0,3.0,0.0,2.0,-1.0,-0.9999999999
3.0,1.0,1.0,1.5,68.0,0.0,3.0,1.0,-1.0,-1
2.0,1.0,0.0,1.0,70.0,2.0,0.0,1.0,-1.0,-0.9819914157
0.0,0.0,0.0,1.5,64.0,1.0,0.0,2.0,1.0,0.9945174948
15.0,1.0,2.0,1.5,47.0,0.0,3.0,1.0,-1.0,-0.999999999
2.0,1.0,0.0,1.5,69.0,3.0,1.0,2.0,-1.0,-0.9999999714
0.0,0.0,0.0,1.5,64.0,1.0,0.0,2.0,-1.0,0.9945174948
1.0,1.0,1.0,1.5,72.0,3.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,40.0,1.0,0.0,2.0,1.0,1
0.0,0.0,0.0,1.0,66.0,0.0,0.0,2.0,1.0,0.2865163054
0.0,0.0,0.0,1.5,48.0,1.0,0.0,2.0,1.0,1
1.0,1.0,0.0,1.5,71.0,3.0,0.0,1.0,-1.0,-0.9750999591
0.0,0.0,0.0,1.0,66.0,0.0,0.0,2.0,1.0,0.2865163054
0.0,0.0,0.0,1.0,70.0,1.0,0.0,2.0,1.0,-0.9981099477
1.0,1.0,0.0,1.5,71.0,0.0,3.0,1.0,-1.0,-0.9944565094
1.0,1.0,0.0,4.0,72.0,1.0,0.0,3.0,-1.0,-1
0.0,0.0,0.0,4.0,70.0,0.0,4.0,1.0,1.0,0.162890297
0.0,0.0,0.0,1.5,48.0,2.0,0.0,2.0,1.0,1
0.0,0.0,1.0,4.0,70.0,3.0,0.0,1.0,-1.0,-0.3436747171
0.0,0.0,0.0,1.5,56.0,0.0,2.0,2.0,1.0,1
0.0,0.0,0.0,4.0,66.0,0.0,4.0,1.0,1.0,0.8590545704
0.0,0.0,0.0,1.5,56.0,0.0,3.0,2.0,1.0,1
2.0,1.0,0.0,1.5,72.0,2.0,2.0,1.0,-1.0,-0.9650575718
0.0,0.0,0.0,1.5,57.0,1.0,0.0,2.0,1.0,0.9999999998
0.0,0.0,0.0,4.0,54.0,4.0,0.0,1.0,1.0,0.9986156471
0.0,0.0,0.0,1.0,58.0,0.0,0.0,2.0,1.0,1
2.0,0.0,0.0,1.5,48.0,1.0,0.0,2.0,1.0,1
0.0,0.0,0.0,1.5,44.0,0.0,2.0,2.0,1.0,1
0.0,0.0,0.0,1.5,65.0,1.0,0.0,2.0,1.0,0.9784912822
0.0,0.0,0.0,1.5,61.0,0.0,3.0,2.0,1.0,0.9999999996
0.0,0.0,0.0,1.5,44.0,1.0,2.0,2.0,1.0,1
0.0,0.0,0.0,1.5,69.0,0.0,2.0,3.0,1.0,0.9635017365
2.0,1.0,1.0,1.0,70.0,3.0,0.0,1.0,-1.0,-1
2.0,0.0,0.0,1.5,56.0,1.0,0.0,2.0,-1.0,1
4.0,1.0,2.0,1.5,64.0,4.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,67.0,0.0,0.0,3.0,1.0,0.9999983953
0.0,0.0,0.0,1.5,61.0,2.0,0.0,3.0,1.0,1
0.0,0.0,0.0,4.0,50.0,0.0,4.0,1.0,1.0,0.9999625279
0.0,0.0,1.0,4.0,70.0,5.0,0.0,1.0,-1.0,-0.5779106256
4.0,0.0,0.0,4.0,62.0,0.0,4.0,1.0,-1.0,-0.9934786413
0.0,0.0,0.0,1.5,59.0,0.0,3.0,2.0,1.0,1
0.0,0.0,0.0,1.5,53.0,0.0,0.0,2.0,1.0,1
2.0,0.0,0.0,1.5,63.0,1.0,0.0,3.0,1.0,0.9999999992
1.0,1.0,0.0,1.5,73.0,3.0,0.0,2.0,-1.0,-0.9999999861
0.0,0.0,0.0,4.0,70.0,0.0,4.0,1.0,-1.0,0.162890297
2.0,1.0,1.0,1.5,69.0,1.0,2.0,2.0,-1.0,-1
2.0,1.0,0.0,1.0,70.0,1.0,2.0,1.0,-1.0,-0.9999993309
2.0,1.0,0.0,1.0,70.0,2.0,0.0,1.0,-1.0,-0.9819914157
1.0,1.0,0.0,1.5,69.0,1.0,3.0,1.0,-1.0,-0.99987155
3.0,1.0,1.0,1.5,59.0,0.0,3.0,1.0,-1.0,-0.9999972598
2.0,1.0,0.0,1.0,62.0,1.0,0.0,1.0,-1.0,-0.9999042224
6.0,1.0,3.0,1.5,63.0,1.0,3.0,1.0,-1.0,-1
0.0,0.0,0.0,1.0,66.0,0.0,0.0,2.0,1.0,0.2865163054
0.0,0.0,0.0,1.5,44.0,1.0,0.0,2.0,1.0,1
0.0,0.0,0.0,4.0,54.0,0.0,4.0,1.0,1.0,0.9966219338
0.0,0.0,0.0,1.5,64.0,1.0,2.0,2.0,1.0,0.9999988914
2.0,1.0,1.0,1.0,70.0,2.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,60.0,0.0,2.0,2.0,1.0,1
0.0,0.0,0.0,1.5,50.0,2.0,0.0,3.0,1.0,1
0.0,0.0,0.0,1.5,53.0,1.0,0.0,2.0,1.0,1
0.0,0.0,0.0,1.5,62.0,1.0,0.0,3.0,-1.0,1
2.0,1.0,1.0,1.5,64.0,5.0,0.0,1.0,-1.0,-1
3.0,1.0,2.0,1.5,68.0,4.0,1.0,1.0,-1.0,-1
0.0,0.0,0.0,1.0,66.0,1.0,0.0,2.0,-1.0,0.4739807305
1.0,1.0,1.0,1.5,71.0,1.0,3.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,49.0,0.0,0.0,2.0,1.0,1
1.0,1.0,0.0,1.5,51.0,4.0,0.0,1.0,-1.0,-0.9999999995
2.0,1.0,0.0,1.5,64.0,1.0,0.0,1.0,1.0,-0.3110583429
1.0,1.0,1.0,1.5,71.0,2.0,0.0,1.0,-1.0,-1
4.0,1.0,0.0,1.0,58.0,0.0,2.0,1.0,-1.0,-1
1.0,1.0,0.0,1.5,63.0,2.0,0.0,1.0,-1.0,-0.9999966251
2.0,1.0,1.0,1.5,69.0,0.0,2.0,2.0,-1.0,-1
4.0,1.0,0.0,1.0,66.0,0.0,2.0,1.0,-1.0,-1
1.0,1.0,0.0,1.5,71.0,4.0,0.0,1.0,-1.0,-0.9980551536
0.0,0.0,0.0,1.5,68.0,1.0,2.0,2.0,1.0,0.9993811237
0.0,0.0,0.0,1.5,66.0,2.0,0.0,3.0,1.0,0.9992635521
0.0,0.0,0.0,4.0,58.0,0.0,4.0,1.0,1.0,0.926894282
0.0,0.0,0.0,1.5,57.0,0.0,3.0,2.0,1.0,1
0.0,0.0,0.0,1.5,52.0,2.0,0.0,2.0,1.0,1
1.0,1.0,0.0,1.5,63.0,0.0,3.0,1.0,-1.0,-0.9999931353
0.0,0.0,1.0,4.0,70.0,4.0,0.0,1.0,-1.0,0.0831847867
2.0,1.0,0.0,1.0,66.0,1.0,0.0,1.0,-1.0,-0.9999646794
0.0,0.0,0.0,1.5,69.0,1.0,0.0,3.0,1.0,0.3446951519
4.0,1.0,1.0,1.5,56.0,3.0,0.0,1.0,-1.0,-0.9999999879
0.0,0.0,0.0,1.0,62.0,2.0,0.0,2.0,1.0,0.9999620955
0.0,0.0,0.0,1.5,64.0,3.0,0.0,2.0,1.0,0.7575316345
1.0,1.0,0.0,1.5,70.0,1.0,0.0,2.0,-1.0,-1
3.0,1.0,1.0,1.5,67.0,1.0,3.0,1.0,-1.0,-1
2.0,2.0,0.0,4.0,72.0,1.0,0.0,2.0,-1.0,-1
1.0,1.0,0.0,1.5,73.0,2.0,0.0,2.0,-1.0,-0.999999727
0.0,0.0,0.0,4.0,70.0,0.0,4.0,1.0,-1.0,0.162890297
4.0,1.0,0.0,1.5,61.0,3.0,0.0,2.0,-1.0,-1
4.0,1.0,0.0,1.0,62.0,0.0,2.0,1.0,-1.0,-1
1.0,0.0,0.0,1.5,66.0,1.0,0.0,3.0,-1.0,0.9108683699
4.0,1.0,0.0,1.0,66.0,2.0,2.0,1.0,-1.0,-1
3.0,1.0,0.0,1.5,63.0,4.0,1.0,1.0,-1.0,-0.9999962421
0.0,0.0,0.0,1.5,41.0,1.0,3.0,2.0,1.0,1
0.0,0.0,0.0,1.5,63.0,0.0,0.0,3.0,1.0,1
0.0,0.0,0.0,4.0,70.0,5.0,0.0,1.0,-1.0,0.9317828709
8.0,1.0,0.0,1.5,56.0,1.0,2.0,1.0,-1.0,-1
0.0,0.0,0.0,4.0,58.0,0.0,4.0,1.0,1.0,0.926894282
1.0,1.0,0.0,1.5,67.0,0.0,3.0,1.0,-1.0,-0.9999974718
1.0,1.0,0.0,1.5,67.0,4.0,0.0,1.0,-1.0,-0.997398783
0.0,0.0,1.0,1.5,73.0,1.0,2.0,3.0,-1.0,-0.9999177201
0.0,0.0,0.0,1.0,70.0,2.0,0.0,2.0,1.0,0.8155326562
3.0,1.0,2.0,1.5,63.0,1.0,3.0,1.0,-1.0,-0.9999999999
0.0,0.0,0.0,1.5,65.0,3.0,0.0,3.0,1.0,0.9999050882
0.0,0.0,0.0,1.0,62.0,0.0,0.0,2.0,1.0,0.9999999082
4.0,0.0,0.0,1.0,58.0,1.0,0.0,2.0,1.0,0.997443294
1.0,1.0,0.0,1.5,70.0,2.0,0.0,2.0,-1.0,-1
0.0,0.0,0.0,1.5,61.0,2.0,0.0,2.0,1.0,0.9998739599
0.0,0.0,0.0,1.0,42.0,0.0,2.0,2.0,1.0,1
3.0,1.0,2.0,1.5,68.0,4.0,0.0,1.0,-1.0,-1
6.0,1.0,1.0,1.5,65.0,4.0,0.0,1.0,-1.0,-1
4.0,1.0,2.0,1.5,64.0,4.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.0,66.0,0.0,0.0,2.0,1.0,0.2865163054
3.0,1.0,2.0,1.5,67.0,0.0,3.0,1.0,-1.0,-0.9999999124
6.0,1.0,1.0,1.5,65.0,4.0,0.0,1.0,-1.0,-1
1.0,1.0,1.0,1.5,71.0,3.0,0.0,1.0,-1.0,-1
0.0,0.0,1.0,1.5,72.0,4.0,0.0,2.0,-1.0,-0.7990179994
0.0,0.0,0.0,1.5,44.0,1.0,0.0,2.0,1.0,1
0.0,0.0,0.0,1.5,65.0,2.0,0.0,3.0,1.0,0.999996448
0.0,0.0,0.0,1.5,69.0,0.0,0.0,2.0,1.0,0.4994538914
1.0,0.0,0.0,4.0,68.0,1.0,1.0,4.0,-1.0,0.6652513351
0.0,0.0,0.0,1.5,67.0,1.0,2.0,3.0,1.0,0.9998908296
1.0,1.0,1.0,1.5,69.0,2.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,33.0,2.0,0.0,2.0,1.0,1
0.0,0.0,0.0,1.0,50.0,0.0,0.0,2.0,1.0,1
0.0,0.0,0.0,4.0,70.0,4.0,0.0,1.0,1.0,0.4581412015
0.0,0.0,0.0,1.5,72.0,2.0,0.0,2.0,-1.0,0.9993567534
4.0,1.0,0.0,1.0,66.0,1.0,2.0,1.0,-1.0,-1
0.0,0.0,0.0,1.0,42.0,0.0,0.0,2.0,1.0,1
0.0,0.0,0.0,4.0,58.0,4.0,0.0,1.0,1.0,0.9996941705
4.0,1.0,1.0,1.0,66.0,3.0,0.0,1.0,-1.0,-1
1.0,0.0,0.0,1.5,67.0,0.0,0.0,3.0,-1.0,0.9974419109
0.0,0.0,1.0,1.5,71.0,5.0,0.0,2.0,-1.0,-0.9779077697
2.0,1.0,0.0,1.0,70.0,2.0,0.0,1.0,-1.0,-0.9819914157
0.0,0.0,0.0,1.5,61.0,0.0,2.0,3.0,1.0,1
1.0,1.0,1.0,1.5,71.0,3.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.0,62.0,2.0,0.0,2.0,1.0,0.9999620955
2.0,1.0,0.0,1.0,66.0,1.0,2.0,1.0,-1.0,-1
2.0,1.0,0.0,1.5,72.0,2.0,2.0,1.0,-1.0,-0.9650575718
0.0,0.0,0.0,1.5,57.0,2.0,0.0,2.0,1.0,0.9999999968
1.0,0.0,0.0,1.5,37.0,2.0,0.0,2.0,1.0,1
4.0,1.0,0.0,1.5,64.0,2.0,2.0,1.0,-1.0,-0.9999999999
1.0,1.0,0.0,1.5,69.0,0.0,2.0,2.0,-1.0,-0.9999999995
0.0,0.0,0.0,1.5,65.0,1.0,0.0,2.0,1.0,0.9784912822
0.0,0.0,0.0,4.0,62.0,0.0,4.0,1.0,1.0,0.8325567361
0.0,0.0,0.0,1.5,60.0,0.0,2.0,2.0,1.0,1
0.0,0.0,0.0,1.5,60.0,1.0,0.0,2.0,1.0,0.9999989732
0.0,0.0,0.0,1.5,69.0,2.0,0.0,2.0,1.0,0.9037101625
0.0,0.0,0.0,1.5,57.0,3.0,0.0,3.0,1.0,0.9999998555
8.0,1.0,1.0,1.5,56.0,1.0,2.0,1.0,-1.0,-1
0.0,0.0,0.0,1.0,58.0,1.0,0.0,2.0,1.0,1
0.0,0.0,0.0,4.0,64.0,1.0,0.0,4.0,1.0,0.9694030083
0.0,0.0,0.0,1.5,65.0,3.0,0.0,2.0,1.0,0.7799880838
1.0,1.0,0.0,1.5,61.0,2.0,0.0,2.0,-1.0,-1
4.0,1.0,1.0,1.0,66.0,2.0,2.0,1.0,-1.0,-1
1.0,1.0,0.0,1.5,67.0,1.0,0.0,1.0,-1.0,-0.9978269259
1.0,0.0,0.0,1.5,46.0,1.0,0.0,3.0,1.0,1
0.0,0.0,0.0,1.5,68.0,1.0,0.0,2.0,1.0,0.7656008503
0.0,0.0,0.0,1.5,68.0,1.0,0.0,2.0,1.0,0.7656008503
0.0,0.0,0.0,1.5,55.0,1.0,0.0,3.0,1.0,1
4.0,0.0,1.0,1.5,64.0,2.0,2.0,2.0,-1.0,-0.9999999275
0.0,0.0,0.0,1.5,61.0,0.0,3.0,2.0,1.0,0.9999999996
0.0,0.0,0.0,4.0,68.0,0.0,1.0,4.0,1.0,-0.9122405563
1.0,1.0,1.0,1.5,71.0,4.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,52.0,0.0,2.0,2.0,1.0,1
0.0,0.0,0.0,1.5,67.0,2.0,0.0,3.0,1.0,0.8584687097
0.0,0.0,0.0,1.0,54.0,0.0,2.0,2.0,1.0,1
0.0,0.0,0.0,1.5,72.0,3.0,0.0,2.0,1.0,0.9999982871
0.0,0.0,0.0,1.0,58.0,0.0,0.0,2.0,1.0,1
1.0,1.0,0.0,1.5,74.0,0.0,1.0,2.0,-1.0,-0.9999999978
1.0,1.0,0.0,1.5,72.0,0.0,3.0,1.0,-1.0,-0.8944897721
0.0,0.0,0.0,1.0,54.0,0.0,0.0,2.0,1.0,1
0.0,0.0,0.0,1.0,58.0,0.0,2.0,2.0,1.0,1
1.0,1.0,0.0,1.5,58.0,0.0,1.0,2.0,-1.0,-0.9998741731
1.0,1.0,0.0,4.0,72.0,0.0,1.0,3.0,-1.0,-0.9999999971
0.0,0.0,1.0,4.0,70.0,4.0,0.0,1.0,-1.0,0.0831847867
2.0,1.0,1.0,1.5,64.0,2.0,0.0,1.0,-1.0,-0.9999999996
2.0,0.0,0.0,1.5,62.0,1.0,1.0,3.0,-1.0,0.9999308005
1.0,1.0,1.0,1.5,63.0,4.0,1.0,1.0,-1.0,-1
3.0,1.0,1.0,1.5,68.0,0.0,3.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,73.0,2.0,0.0,3.0,1.0,0.9985337962
1.0,1.0,1.0,1.5,71.0,2.0,0.0,2.0,-1.0,-1
3.0,1.0,0.0,1.5,68.0,4.0,0.0,1.0,-1.0,-0.9727540735
0.0,0.0,0.0,4.0,62.0,0.0,4.0,1.0,1.0,0.8325567361
2.0,1.0,1.0,1.5,68.0,3.0,0.0,1.0,-1.0,-1
1.0,1.0,0.0,1.5,70.0,0.0,1.0,2.0,-1.0,-1
2.0,1.0,0.0,1.5,72.0,2.0,0.0,1.0,-1.0,0.0492476491
3.0,1.0,0.0,1.5,69.0,4.0,0.0,1.0,-1.0,-0.9628040913
1.0,1.0,1.0,1.5,66.0,3.0,0.0,2.0,1.0,-1
0.0,0.0,0.0,1.5,59.0,0.0,1.0,3.0,1.0,1
4.0,0.0,0.0,1.0,54.0,2.0,0.0,2.0,1.0,0.9999991424
0.0,0.0,0.0,1.5,63.0,1.0,0.0,3.0,1.0,1
0.0,0.0,0.0,1.5,65.0,0.0,3.0,2.0,-1.0,0.9997220518
4.0,1.0,1.0,1.5,68.0,4.0,0.0,1.0,-1.0,-1
2.0,1.0,0.0,1.5,68.0,5.0,0.0,1.0,-1.0,-0.9985589415
0.0,0.0,0.0,1.0,66.0,0.0,0.0,2.0,1.0,0.2865163054
0.0,0.0,0.0,1.5,64.0,1.0,0.0,2.0,1.0,0.9945174948
0.0,0.0,0.0,1.5,65.0,3.0,0.0,2.0,1.0,0.7799880838
0.0,0.0,0.0,1.5,60.0,0.0,2.0,2.0,1.0,1
0.0,0.0,0.0,1.5,67.0,0.0,2.0,3.0,1.0,0.9999690673
0.0,0.0,0.0,4.0,46.0,0.0,4.0,1.0,1.0,0.9999998184
0.0,0.0,0.0,1.5,54.0,2.0,0.0,3.0,-1.0,1
1.0,1.0,0.0,1.5,72.0,2.0,0.0,1.0,-1.0,-0.9836516613
0.0,0.0,0.0,1.0,58.0,1.0,0.0,2.0,-1.0,1
0.0,0.0,0.0,4.0,58.0,0.0,4.0,1.0,1.0,0.926894282
0.0,0.0,0.0,1.5,72.0,0.0,2.0,2.0,1.0,0.0366509005
0.0,0.0,0.0,1.5,63.0,5.0,0.0,2.0,1.0,0.999996999
0.0,0.0,0.0,1.5,56.0,1.0,0.0,2.0,1.0,1
0.0,0.0,0.0,4.0,66.0,0.0,4.0,1.0,1.0,0.8590545704
0.0,0.0,0.0,1.0,58.0,2.0,0.0,2.0,1.0,0.9999999995
2.0,0.0,1.0,1.5,64.0,0.0,2.0,2.0,-1.0,0.9999995682
0.0,0.0,0.0,1.5,56.0,2.0,0.0,2.0,1.0,1
0.0,0.0,0.0,1.5,72.0,1.0,0.0,2.0,1.0,0.8368789956
0.0,0.0,0.0,1.5,69.0,3.0,0.0,2.0,1.0,0.9994522482
2.0,1.0,0.0,1.0,70.0,0.0,2.0,1.0,-1.0,-0.9999999399
1.0,1.0,1.0,1.5,71.0,5.0,0.0,1.0,-1.0,-1
6.0,1.0,0.0,1.0,62.0,4.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,61.0,0.0,3.0,2.0,1.0,0.9999999996
0.0,0.0,0.0,1.5,73.0,2.0,0.0,2.0,1.0,0.9999258129
12.0,1.0,0.0,1.5,55.0,0.0,3.0,1.0,-1.0,-1
4.0,1.0,1.0,1.5,65.0,3.0,0.0,2.0,-1.0,-1
0.0,0.0,0.0,1.0,50.0,0.0,0.0,2.0,1.0,1
2.0,1.0,0.0,1.5,65.0,0.0,2.0,2.0,-1.0,-0.9999999989
2.0,1.0,1.0,1.5,68.0,5.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,4.0,70.0,2.0,0.0,1.0,-1.0,-0.3389238288
0.0,0.0,0.0,4.0,42.0,0.0,4.0,1.0,1.0,0.9999999995
1.0,1.0,0.0,1.5,70.0,2.0,1.0,2.0,1.0,-0.9999999995
0.0,0.0,0.0,4.0,50.0,0.0,4.0,1.0,1.0,0.9999625279
0.0,0.0,0.0,1.5,64.0,1.0,0.0,2.0,1.0,0.9945174948
0.0,0.0,0.0,1.5,57.0,1.0,0.0,2.0,1.0,0.9999999998
0.0,0.0,0.0,1.5,61.0,0.0,0.0,2.0,1.0,0.9999897065
3.0,1.0,1.0,1.5,67.0,4.0,0.0,1.0,-1.0,-1
1.0,1.0,1.0,1.5,71.0,4.0,0.0,1.0,-1.0,-1
0.0,0.0,0.0,1.5,64.0,1.0,0.0,2.0,1.0,0.9945174948
2.0,1.0,1.0,1.5,69.0,0.0,2.0,2.0,-1.0,-1
2.0,1.0,0.0,1.5,68.0,1.0,2.0,1.0,-1.0,-0.9997427489
0.0,0.0,0.0,4.0,66.0,4.0,0.0,1.0,1.0,0.6361925027
1.0,0.0,0.0,1.5,66.0,1.0,0.0,3.0,1.0,0.9108683699
12.0,1.0,1.0,1.5,48.0,0.0,3.0,1.0,-1.0,-1
1.0,1.0,0.0,1.5,73.0,2.0,1.0,2.0,-1.0,-0.9999999986
